0,index/aberdeen_weekly_journal_18830629.txt,aberdeen_weekly_journal,1883-06-29,"abderdeen weekly journal29 june 1883	alleged wife murder in london -an inquest was held at st. bartholomew's hospital, london, yesterday, respecting the death of sarah ann kelly, aged twenty-two, late of cottage lane, city road, who is alleged to have died from injuries inflicted by her husband, james kelly, now under remand at clerkenwell.  the couple had only been married a fortnight.  last thursday they quarreled, and kelly stabbed his wife several times.  the jury returned a verdict of willful murder. "
1,index/acton_chiswick_and_turnham_green_gazette_18890105.txt,acton_chiswick_and_turnham_green_gazette,1889-01-05,"acton, chiswick & turnham green gazetteunited kingdomsaturday, 5 january 1889found drowned.  shortly after mid-day on monday, a waterman named winslade, of chiswick, found the body of a man, well-dressed, floating in the thames off thorneycroft's. he at once informed a constable, and without delay the body was conveyed on the ambulance to the mortuary.  on wednesday afternoon, dr. diplock, coroner, held the inquest at the lamb tap, when the following evidence was adduced:- william h. druitt said he lived at bournemouth, and that he was a solicitor. the deceased was his brother, who was 31 last birthday. he was a barrister-at-law, and an assistant master in a school at blackheath. he had stayed with witness at bournemouth for a night towards the end of october. witness heard from a friend on the 11th of december that deceased had not been heard of at his chambers for more than a week. witness then went to london to make inquiries, and at blackheath he found that deceased had got into serious trouble at the school, and had been dismissed. that was on the 30th of december. witness had deceased's things searched where he resided, and found a paper addressed to him (produced).  the coroner read the letter, which was to this effect:-""since friday i felt i was going to be like mother, and the best thing was for me to die."" witness, continuing, said deceased had never made any attempt on his life before. his mother became insane in july last. he had no other relative.  henry winslade was the next witness. he said he lived at no. 4, shore-street, paxton-road, and that he was a waterman. about one o'clock on monday he was on the river in a boat, when he saw the body floating. the tide was at half flood, running up. he brought the body ashore, and gave information to the police.-p.c. george moulson, 216t, said he had searched the body, which was fully dressed excepting the hat and collar. he found four large stones in each pocket in the top coat; £2 10s. in gold, 7s. in silver, 2d. in bronze, two cheques on the london and provincial bank (one for £50 and the other for £16), a first-class season pass from blackheath to london (southwestern railway), a second half return hammersmith to charing cross (dated 1st december), a silver watch, gold chain with a spade guinea attached, a pair of kid gloves, and a white handkerchief. there were no papers or letters of any kind. there were no marks of injury on the body, but it was rather decomposed.  a verdict of suicide whilst in an unsound state of mind was returned."
2,index/advertiser_18890110.txt,advertiser,1889-01-10,"advertiser (u.k.)10 january 1889it is unfortunate that there is a fundamental difference of opinion between the coroner and the jury who have been investigating what has become known as the poplar mystery. for months past there has been a succession of abhorrent enormities forced upon public attention, and it would have been a great relief to have been assured that the death of rose millett was due to accidental strangulation. as the matter stands additional responsibility is thrown upon the metropolitan police, who from the first have contended that the death was attributable to natural causes, and who have, in the person of dr. bond, what the public will justly consider to be weighty authority in support of their view. mr. wynne baxter, the coroner, says ""there is no evidence to show that death was the result of violence."" in that he follows dr. bond. the jury flatly disagree with him, and return a verdict of wilful murder against some person or persons unknown, being chiefly guided to that conclusion by the evidence of doctors browneield, harris, hibberd, and m'kenna, each of whom is of opinion that the woman was murdered by means of something of the nature of a cord drawn tightly around her neck. it is impossible for the lay reader to accurately estimate the value of the medical testimony for and against the theory of murder. in arriving at their verdict the jury were probably influenced by other than expert evidence. the woman was an unfortunate, the yard in which she was found bore an ill character, and the skilful murderer of others of her class is still at large. much might be said in favour of their verdict and much against. it is about equally open to belief that the woman fell in a drunken stupor, and that the weight of her head against the collar of her dress compressed her larynx and caused suffocation, or that she was strangled by a cord held in a similar way to that by which soap is often cut. either conclusion is feasible. the truth may never be known with certainty until the adage that ""murder will out"" - if murder it be - is once more justified."
3,index/aftonbladet_18881015.txt,aftonbladet,1888-10-15,"aftonbladet (sweden)october 15th, 1888ab  måndagen 1888-10-15från skilda hållblodhundar i london. polis-direktören charles warren, lätt i onsdags anställa de första för-sken med blodhundar.han begaf sig till hyde park och lät sig följas af blodhundar, som skulle ledas af lukten af hans stöflar. en stund föjde hundarne spåret, men derefter förlorade de det och följde ett annat. försöket upprepades 5 gånger, men lyckades blott 1 gång. man anser emellertid, att hundarne skola kunna ypptäcka mördarens spår, om han efter nästa förbrytelse har blod på kläderna eller fötterna. för öfrigt har man ej gjort den minsta upptäckt angående upphofsmannen tillförbrytel-serna.english translationaftonbladet monday the 15th october 1888bloodhounds in london. last wednesday chief of police charles warren carried out the first tests using bloodhounds.he went to hyde park and had the bloodhounds trace him by the scent of his boots. at first the dogs were following the trace but then they lost it and started to follow another. this test was repeated five times but succeded only  once. however, it is belived that the dogs could trace the murderer if he were to have blood on his clothes or feet after his next crime. it might be added nothing what so ever has been discovered about the murderer's identity."
4,index/aftonbladet_18881026.txt,aftonbladet,1888-10-26,"aftonbladet (sweden)october 26th, 1888english translation... the murderer of whitechapel has as yet managed to avoid detection. it is said that the prime suspect is now a foreigner who was living not far from berner st when the murders took place. he has been reported to the police by a woman who he has been living with and is at present under close surveillance. "
5,index/alaska_citizen_19120122.txt,alaska_citizen,1912-01-22,"alaska citizen (fairbanks, alaska, u.s.a.)january 22 1912a jack the ripper kills 13 negro womenaltanta, ga. dec. 1with a reward of $1,200 notwithstanding, following a big mass meeting of negroes held in the big bethel church, negro ministers and church workers generally will wage a vigorous and systematic campaign for the protection of negro women and for the capture of the elusive multi-murderer - the mysterious jack the ripper - who has already slain 13 negro women.in order to stress the seriousness of the situation and impress it on the negroes, special sermons will be preached in all negro churches, probably next sunday, on the dangers to negro women by reason of the crimes of jack the ripper. if all the negro ministers can be notified this week, the special sermons will be definitely announced for next sunday.the campaign, however, will not be confined to the church congregations. as there are hundreds of negroes who could not be reached in this way, the minsters will go out through the negro quarters and preach to the negroes in the streets and in their homes, warning the women to be careful and remain off the streets at night."
6,index/alderley_and_wilmslow_advertiser_18880420.txt,alderley_and_wilmslow_advertiser,1888-04-20,"alderley and wilmslow advertiserfriday, 20 april, 1888personal.the princess christian will on saturday afternoon open the newly-erected lecture hall of the working lads institute, whitechapel."
7,index/alderley_and_wilmslow_advertiser_18880914.txt,alderley_and_wilmslow_advertiser,1888-09-14,"alderley and wilmslow advertiserfriday, 14 september, 1888the fearful epidemic of crime which has broken out in the east end of londonseems to have afforded an opportunity for sentimental and gushing writers topour the vials of their wrath on the unfortunate heads of the constabulary,and to charge the metropolitan police with having allowed the first city ofthe world to lapse into primeval savagery. the frightful murders in whitechapelindicate an assassin with the cunning of a madman and the heart of a brute, andreveal a nature so foul and so dominated by animalism that we can only hope forthe sake of humanity the fiendish crimes may be traced to one irresponsible forhis actions. a london journal is accountable for the statement - which we findrather a big pill to swallow - that a police official told a representative ofthe press quite coolly that the police would never detect such crimes as thewhitechapel murders, and that the only thing to do was to let the man-monstergo on murdering people till his homicidal mania wore off or wore him out. thesame authority, in the most serious manner possible, expresses its regret thatthis individual only too faithfully reflects the spirit of fatalism andpessimism that is demoralising the detective department. surely it may besafely assumed that the police authorities are doing their utmost to find theauthor of the ghastly murders, and it is a pity that they should be hamperedby the vapid nonsense indulged in by writers who seem ever ready to turn theirpen in whichever direction the tide turns. they would have been the first,doubtless, had the murderer been caught, to load the captors with fulsomeflattery.the whitechapel tragedy.the inquest on the body of annie chapman, 47, the victim of the latest whitechapeltragedy, was resumed to-day at the working lads institute, whitechapel, before mr.wynne baxter, the district coroner. - inspector chandler described the position inwhich he found chapmans body when called in on saturday morning, confirming thestatements of previous witnesses as to the state of the clothing, and adding thata portion of the intestines still connected with the body was lying over the leftshoulder, while some loose pieces of skin were lying near the head. after theremoval of the body he found lying near where the feet had been a piece of muslin,a tooth-comb, and a pocket-comb while near by was part of an envelope containingpills. on the flap of the envelope were embossed with the words ""sussex regiment""and on the front were written the letters ""m"" and ""sp,"" the rest of the words being""london, august, 1888."" a wet leather apron was also lying near by. - inspt. chandlerproceeding, said there were no indications of a struggle, and none of the palingswere broken, though they bore blood stains, as did the ground in the immediatevicinity of the body, none, however, being traceable outside the yard. most of theclothes were more or less soiled with blood. richardson informed the police earlyon saturday that a body was not there at five oclock, but anyone who only went tothe top of the steps might have failed to see it. the foreman of the jury askedwhether any steps had been taken to produce ted stanley who was said to have beenmuch in the deceaseds company, as he was a pensioner, and the envelope which wasfound bore a regimental name. it was specially desirable that he should be forthcoming.witness replied that the police had not been able to find stanley, and the coronerobserved that if he was well advised he would come forward. adverting to a furtherremark from the jury as to the desirability of offering a reward, the coroner saidhe believed the government had given up making such offers. - doctor phillips,divisional police surgeon, corroborated chandlers evidence as to the position inwhich the body lay when he was called in. he added that the face and tongue weremuch swollen, and that a portion of the small intestines and of the abdomen waslying on the ground over the right shoulder, but still attached to the body. twoother parts of the wall of the stomach were lying in a pool of blood above the leftshoulder. there were other mutilations, evidently inflicted after death, which wereof such a nature that he preferred, if possible, not to discuss them. for cuttingthe throat and for mutilating the body, a sharp, thin, narrow blade six or eightinches long must have been used, and the manner of its employment indicatedanatomical knowledge, which was perhaps not more fully displayed in consequenceof haste. no fresh facts of importance have transpired today in connection with the whitechapelmurder, beyond the evidence given at the inquest to-day. mr. phillips positiveopinion that the woman had been dead quite two hours when he first saw the body athalf-past six throws serious doubt upon the accuracy on at least two importantwitnesses, and considerably adds to the prevailing confusion. there have been nofurther arrests, but some important information respecting the two lunatics undersurveillance has been obtained."
8,index/alderley_and_wilmslow_advertiser_18880921.txt,alderley_and_wilmslow_advertiser,1888-09-21,"alderley and wilmslow advertiserfriday, 21 september, 1888the  whitechapel  murder.extraordinary  evidence.an important charge was made at the thames police court on tuesday which the police believe may throw some light upon the recent tragedies in whitechapel. charles ludwig (40), a decently dressed german of 1, the minories was charged with being drunk and threatening alexander finlay, of leman-street, whitechapel. prosecutor said that at three oclock that morning he was standing at a coffee stall in whitechapel, when the accused came up drunk, and in consequence was refused to be served. he then said to the prosecutor what are you looking at? and then pulled out a knife and tried to stab witness. ludwig followed him round the stall, and made several attempts to stab him. a constable came up and he was given into custody. constable 221h said the prisoner was in a very excited condition, and witness had previously received information that prisoner was wanted in the city for attempting to cut a womans throat with a razor. on the way to the station, he dropped a long bladed open knife, and on him was found a razor and a long bladed pair of scissors. - inspector pimley, h division, asked the magistrates to remand the prisoner, as they had not had sufficient time to make the necessary inquiries concerning him.a city constable, john johnson, stated that early on tuesday he was on duty in the minories, when he heard screams of murder proceeding from a dark court, in which there was no light. the court led to some railway arches, and was well known as a dangerous locality. on going into the court he found the prisoner with an unfortunate. the former appeared to be under the influence of drink. witness asked what he was doing there, when he replied nothing. the woman, who appeared to be in a very frightened and agitated condition, said, oh, policeman, do take me out of this! the woman was so frightened that she then made no further statement. he sent the man off, and walked with the woman to the end of his beat; when she said: he frightened me very much when he pulled a big knife out, and witness said, why didnt you tell me at the time, and she replied: i was too much frightened. he then went and looked for the prisoner, but could not find him, and therefore warned several other constables of the occurrence. witness had been out all the morning trying to find the woman, but up to that time without success. he should know her again. he believed prisoner worked in the neighbourhood.  the magistrates thereupon remanded prisoner. the arrest has caused intense excitement in the neighbourhood. prisoner professes not to be able to speak english. he has been in this country about three months. he accounts for his time for about three weeks, but nothing is known of his doings before that time.the adjourned inquest on the body of annie chapman, who was murdered in hanbury-street, whitechapel, on the morning of the 8th inst., was resumed on wednesday afternoon. eliza cooper, a hawker, stated that she knew deceased, and last saw her alive on the wednesday preceding the tragedy. deceased was then wearing three brass rings on her left hand. deceased used to associate with two men known as stanley and harry the hawker, but she also brought men casually to the house where she lodged. witness could not say if any of these men were now missing. witness had quarrelled with deceased, and they had come to blows.  dr. phillips, divisional surgeon, was recalled, and informed by the coroner that all the details of the post mortem examination should be placed on the depositions.  dr. phillips expressed regret that the coroner should have come to this decision, as he believed that to make public the further result of the examination would thwart the ends of justice. eventually dr. phillips gave evidence indicating that the object of the mutilation was to obtain one of the abdominal parts. the weapon used must have been from five to six inches long. it must also have been very sharp, and there were numerous indications that the murderer possessed anatomical knowledge. he could not have performed all the injuries, even if there had been no struggle, in less than a quarter of an hour.  edward stanley, bricklayers labourer, known as the pensioner, and other witnesses having been examined, the inquest was adjourned for a week.  the jury expressed a strong opinion that a government reward should be offered."
9,index/alderley_and_wilmslow_advertiser_18881005.txt,alderley_and_wilmslow_advertiser,1888-10-05,"alderley and wilmslow advertiserfriday, 5 october, 1888the peace of the london sunday was disturbed this week in a manner that it has rarely been before by the news published in the papers of the morning that a few hours previously two awful murders had been committed in the east end, and within a third of a mile of each other. following so closely on the four that had preceded them within a month, and which had already stricken the whitechapel district with a panic, it is no wonder that a delirium of alarm and indignation should prevail. the thing is so utterly without precedent or parallel, is so, so mysterious and entirely unaccountable, the murderer  for all the probabilities points to its being the work of one hand  is so audacious and yet so cunning, the motive is impossible to understand, that it is no wonder the people should be bewildered, and that terror should reign throughout the district.the fact is no satisfactory hypothesis has been offered to account for the extraordinary tragedies. to every theory that has been started objections suggest themselves that appear to be serious if not fatal, and all the efforts that have been made to obtain a clue, much less to track the murderer, have failed. perhaps the theory that has the least formidable objections against it is the work of a monomaniac whose fatal impulse is to make war on the wretched outcasts of the streets.what is to be done to detect the murderer and quiet the consternation that so naturally exists? that is the question of real importance at this moment. i cannot join in the violent abuse of the police, for i think it is unreasonable and unjust, but at the same time it must be admitted that the machinery under the control of sir chas. warren has proved unequal to the work cast upon it. the responsibility lies with the home secretary under these circumstances to devise and put in operation new machinery and to try fresh methods to meet the crisis. however, i have no hesitation in saying that i think mr. matthews has not proved himself equal to the occasion. his refusal to offer a reward in accordance with the demand of the public of all classes, has met with severe disapproval, and been very adversely contrasted with that of the lord mayor. why should not a reward be offered of such amount as would stimulate the whole population of whitechapel to search for the murderer and turn them, especially the women, into amateur detectives? if the government would offer a reward of say £10,000, i have a strong conviction it would have a magical effect in setting hundreds of people to discover clues to bring the truth to light. if mr. matthews continues obstinate  and i have reason to know that he is very obstinate  i hope in such a case the authority of the cabinet will interpose.the  east  end  murders.reported  capture  of  jack  the  ripper.telegraphing this afternoon the central news says:- the american who was arrested last night on suspicion of being concerned in the whitechapel murder was released at ten oclock this morning, inquiries having shown that his account of himself was entirely satisfactory. at the present moment there is no one in custody. the rumour of the actual murderer being caught has created intense excitement in london, but it is entirely unfounded.dr. langham this morning opened an inquiry into the death of catherine eddowes, who was found with her throat cut and her body fearfully mutilated in mitre-square.important  surgical  evidence.dr. gordon brown, surgeon of the city of london police force, gave evidence as to the state in which the body was found. there was a wound in the abdomen from which a portion of the intestines had been drawn out and placed over the right shoulder. a piece of intestine about two feet long had been detached and placed between the left arm and the body. the throat was cut, the face disfigured, and the lobe of the right ear cut obliquely. when the body was undressed at the mortuary the several portions of the ear fell from the clothing. a post-mortem examination was made on sunday afternoon. in addition to a number of slashes across the face, the throat was cut, the wound extending from the left ear to about three inches below the lobe of the right ear. the larynx was severed, and all the deep structures severed to the bone, the knife touching the cartilage of the vertebral column. the cause of death was haemorrhage from the carotid artery. death was immediate and the other mutilations were inflicted after death. the front walls of the abdomen had been laid open, and the intestines detached to a large extent. the left kidney had been carefully taken out. from the nature of the cuts it was evident that the kidney was taken by someone who knew its position and how to take it out. the part said to have been removed in a previous case had in this been cut horizontally through, leaving a stump of three-quarters of an inch, and the rest of the part had been taken away. by mr. crawford: the wounds were inflicted by a sharp pointed knife at least six inches long. the person who inflicted the wounds possessed a good deal of knowledge of the position of the organs in the abdominal cavity and the way of removing the parts. the parts removed would be of no use for surgical purposes. such a knowledge would be likely to be possessed by one used to cutting up animals. the wounds might be inflicted in five minutes. as a professional man he could assign no reason for these parts being taken away. he thought the act was that of one person only. he would not expect to find much blood on the person inflicting the wounds.  the inquiry at this point was adjourned until thursday next at half-past ten.all persons arrested today on suspicion of being concerned in the whitechapel murders have been released on giving satisfactory explanations, and none is now in custody. in connection with the recent crimes the surgical evidence given to-day has caused a profound sensation. it had been supposed that the murderer did not have time to do more than take his victims life, then roughly mutilate her body. it now appears he completed his horrible work with reckless deliberation and removed certain organs. the additional mutilation of the face is believed to be due to fears on the murderers part that he may have been seen in the womans company by someone, and therefore determined to make her identification as difficult as possible. the announcement of dr. brown of the disappearance of the uterus revived for a time the theory put forward by mr. wynne baxter, the coroner in the hanbury-street case. the british medical journal, however, states that the foreign physician who sought to purchase specimens was a gentleman of the highest respectability, that he did not offer a large price, and that he left london 18 months ago."
